Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Line Item Insurance (USD),YEAR,MONTH,QUARTER,DAY
144-BW-T30,FPQ-4167,SCMS-54070,ASN-7749,Botswana,PMO - US,Direct Drop,EXW,Air,2010-09-06,6-Sep-10,6-Sep-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,8,560.0,70.0,0.7,Inverness Japan,Yes,1.1,2010,9,3,6
133-NG-T30,FPQ-15504,SCMS-270771,ASN-32754,Nigeria,PMO - US,Direct Drop,EXW,Air,2015-06-30,30-Jun-15,2-Jul-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,5681,505609.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,595.1,2015,6,2,30
107-RW-T30,FPQ-4032,SCMS-51670,ASN-5831,Rwanda,PMO - US,Direct Drop,EXW,Air,2010-02-16,16-Feb-10,16-Feb-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,5085,355950.0,70.0,0.7,Inverness Japan,Yes,697.66,2010,2,1,16
202-GT-T30,FPQ-6964,SCMS-96160,ASN-10479,Guatemala,PMO - US,Direct Drop,FCA,Air,2011-04-18,18-Apr-11,18-Apr-11,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,175,41553.18,237.45,1.98,Roche Basel,Yes,68.56,2011,4,2,18
901-CM-T30,FPQ-12528,SCMS-196530,ASN-20912,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-08-28,28-Aug-13,28-Aug-13,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,19195,62191.8,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,76.93,2013,8,3,28
116-ZA-T30,FPQ-4770,SCMS-60170,ASN-5933,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-12-29,29-Dec-09,29-Dec-09,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,Tablet - blister,60,40,1607.43,40.19,0.67,GSK Ware (UK),No,3.47,2009,12,4,29
161-ZA-T30,FPQ-6262,SCMS-83820,ASN-9480,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-01-11,4-Mar-11,4-Mar-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,86467,633803.11,7.33,0.12,"Aurobindo Unit III, India",Yes,1366.48,2011,1,1,11
102-BI-T30,FPQ-14713,SCMS-251520,ASN-29870,Burundi,PMO - US,Direct Drop,EXW,Air,2015-02-02,2-Feb-15,2-Feb-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,1608,128640.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,132.24,2015,2,1,2
116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-05-12,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,3,183.49,61.16,1.02,"MSD, Haarlem, NL",No,0.19,2015,5,2,12
161-ZA-T30,FPQ-7175,SCMS-123580,ASN-12993,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-12-22,4-Jan-12,4-Jan-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,246113,1048441.38,4.26,0.14,"Aurobindo Unit III, India",Yes,1729.93,2011,12,4,22
104-CI-T30,FPQ-4381,SCMS-57280,ASN-6443,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-04-16,16-Apr-10,16-Apr-10,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,3600,181440.0,50.4,1.68,"MSD, Haarlem, NL",Yes,355.62,2010,4,2,16
116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-28,28-Aug-14,28-Aug-14,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,58,1368.05,23.59,0.26,"Aurobindo Unit III, India",No,1.41,2014,8,3,28
106-HT-T30,FPQ-15038,SCMS-262850,ASN-30567,Haiti,PMO - US,Direct Drop,EXW,Air,2015-03-13,13-Mar-15,13-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4680,51433.2,10.99,0.18,Mylan (formerly Matrix) Nashik,Yes,52.87,2015,3,1,13
108-VN-T30,FPQ-12051,SCMS-190510,ASN-21651,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-09-24,24-Sep-13,24-Sep-13,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14374,46571.76,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,57.61,2013,9,3,24
107-RW-T30,FPQ-6186,SCMS-83320,ASN-9331,Rwanda,PMO - US,Direct Drop,CIP,Air,2011-01-07,7-Jan-11,7-Jan-11,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1802,61808.6,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,Yes,133.26,2011,1,1,7
161-ZA-T30,FPQ-6708,SCMS-93430,ASN-11284,South Africa,PMO - US,Direct Drop,DDP,Air,2011-08-12,12-Aug-11,12-Aug-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,32000,320640.0,10.02,0.04,GSK Mississauga (Canada),Yes,529.06,2011,8,3,12
108-VN-T30,FPQ-7427,SCMS-105480,ASN-11710,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-09-05,5-Sep-11,5-Sep-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24428,268463.72,10.99,0.18,Mylan (formerly Matrix) Nashik,Yes,442.97,2011,9,3,5
114-UG-T30,FPQ-12477,SCMS-198700,ASN-21822,Uganda,PMO - US,Direct Drop,EXW,Ocean,2013-11-08,8-Nov-13,13-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,63652,203049.88,3.19,0.11,"Strides, Bangalore, India.",Yes,251.17,2013,11,4,8
161-ZA-T30,FPQ-5648,SCMS-75990,ASN-8902,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-01-12,6-Jan-11,6-Jan-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,80381,555432.71,6.91,0.23,"Aurobindo Unit III, India",Yes,1197.51,2011,1,1,12
104-CI-T30,FPQ-13167,SCMS-215460,ASN-24164,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-02-14,14-Feb-14,17-Feb-14,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,827,9097.0,11.0,0.37,"Aurobindo Unit III, India",Yes,9.35,2014,2,1,14
133-NG-T30,FPQ-14995,SCMS-260700,ASN-29933,Nigeria,PMO - US,Direct Drop,EXW,Air,2015-01-19,19-Jan-15,22-Jan-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3176,282664.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,290.58,2015,1,1,19
108-VN-T30,FPQ-13524,SCMS-226260,ASN-26927,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-08-13,13-Aug-14,25-Aug-14,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,950,10877.5,11.45,0.19,Hetero Unit III Hyderabad IN,No,11.18,2014,8,3,13
106-HT-T30,FPQ-11443,SCMS-180960,ASN-20434,Haiti,PMO - US,Direct Drop,EXW,Air,2013-08-14,14-Aug-13,14-Aug-13,ARV,Adult,MICRO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15825,34815.0,2.2,0.04,"Micro labs, Verna, Goa, India",No,43.07,2013,8,3,14
106-HT-T30,FPQ-13797,SCMS-233980,ASN-26456,Haiti,PMO - US,Direct Drop,EXW,Air,2014-08-01,1-Aug-14,12-Aug-14,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,2594,9338.4,3.6,0.06,"Cipla, Goa, India",Yes,9.6,2014,8,3,1
106-HT-T30,FPQ-6485,SCMS-89580,ASN-8883,Haiti,PMO - US,Direct Drop,EXW,Air,2010-12-17,17-Dec-10,17-Dec-10,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,300mg,Test kit,100,85,29750.0,350.0,3.5,"Orasure Technologies, Inc",Yes,64.14,2010,12,4,17
108-VN-T30,FPQ-7565,SCMS-107631,ASN-11363,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-07-26,26-Jul-11,26-Jul-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,50000,117500.0,2.35,0.04,"Strides, Bangalore, India.",Yes,193.88,2011,7,3,26
116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27,27-Aug-14,27-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,19,63.01,3.32,0.11,"Aurobindo Unit III, India",No,0.08,2014,8,3,27
108-VN-T30,FPQ-6384,SCMS-87740,ASN-9153,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-12-23,23-Dec-10,23-Dec-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,29847,70140.45,2.35,0.04,"Strides, Bangalore, India.",Yes,151.22,2010,12,4,23
101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2015-07-23,23-Jul-15,29-Jul-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,56,4480.0,80.0,0.8,"Alere Medical Co., Ltd.",No,5.27,2015,7,3,23
114-UG-T30,FPQ-11098,SCMS-171680,ASN-18882,Uganda,PMO - US,Direct Drop,EXW,Air,2013-04-29,29-Apr-13,29-Apr-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3035,242800.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,300.34,2013,4,2,29
108-VN-T30,FPQ-10267,SCMS-153090,ASN-16362,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-09,9-Oct-12,9-Oct-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,27634,58031.4,2.1,0.04,Hetero Unit III Hyderabad IN,Yes,81.36,2012,10,4,9
133-NG-T30,FPQ-14305,SCMS-240830,ASN-27467,Nigeria,PMO - US,Direct Drop,EXW,Air,2014-08-19,19-Aug-14,17-Sep-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,6101,542989.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,558.19,2014,8,3,19
108-VN-T30,FPQ-10644,SCMS-161070,ASN-17741,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-01-30,30-Jan-13,30-Jan-13,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,22430,41271.2,1.84,0.03,"Micro labs, Verna, Goa, India",Yes,57.86,2013,1,1,30
105-SS-T30,FPQ-14470,SCMS-245240,ASN-29503,South Sudan,PMO - US,Direct Drop,EXW,Air,2015-01-09,9-Jan-15,19-Jan-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",No,14.8,2015,1,1,9
108-VN-T30,FPQ-5019,SCMS-64570,ASN-6261,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-03-23,23-Mar-10,23-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,8400,65100.0,7.75,0.26,"Aurobindo Unit III, India",Yes,140.36,2010,3,1,23
133-NG-T30,FPQ-9599,SCMS-144200,ASN-15698,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-08-01,1-Aug-12,1-Aug-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3200,284800.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,399.29,2012,8,3,1
109-TZ-T30,FPQ-10394,SCMS-156520,ASN-16037,Tanzania,PMO - US,Direct Drop,EXW,Air,2012-09-27,4-Oct-12,4-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,53051,379314.65,7.15,0.12,"Aurobindo Unit III, India",Yes,531.8,2012,9,3,27
116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32137,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-05-12,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,6,366.99,61.16,1.02,"MSD, Haarlem, NL",No,0.38,2015,5,2,12
109-TZ-T30,FPQ-10546,SCMS-159630,ASN-17948,Tanzania,PMO - US,Direct Drop,FCA,Air,2013-03-15,15-Mar-13,15-Mar-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,407,2592.59,6.37,0.11,ABBVIE Ludwigshafen Germany,Yes,3.63,2013,3,1,15
108-VN-T30,FPQ-10287,SCMS-156140,ASN-17077,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-12-10,10-Dec-12,10-Dec-12,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,436,850.2,1.95,0.01,"Aurobindo Unit III, India",No,1.19,2012,12,4,10
114-UG-T30,FPQ-11141,SCMS-171970,ASN-20132,Uganda,PMO - US,Direct Drop,FCA,Air,2013-07-05,5-Jul-13,5-Jul-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,337,2308.45,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,2.86,2013,7,3,5
105-SS-T30,FPQ-14470,SCMS-245260,ASN-29409,South Sudan,PMO - US,Direct Drop,EXW,Air,2014-12-22,22-Dec-14,13-Jan-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,350,31150.0,89.0,0.89,"Alere Medical Co., Ltd.",No,32.02,2014,12,4,22
107-RW-T30,FPQ-13874,SCMS-232310,ASN-25542,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-04-28,28-Apr-14,28-Apr-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,300mg,Test kit,1,5994,146853.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,150.96,2014,4,2,28
114-UG-T30,FPQ-12289,SCMS-192020,ASN-20948,Uganda,PMO - US,Direct Drop,EXW,Air,2013-08-19,19-Aug-13,19-Aug-13,ARV,Pediatric,MICRO LABS LIMITED,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,252,509.04,2.02,0.07,"Micro labs, Verna, Goa, India",Yes,0.63,2013,8,3,19
107-RW-T30,FPQ-10223,SCMS-152910,ASN-15893,Rwanda,PMO - US,Direct Drop,EXW,Air,2012-09-09,9-Sep-12,9-Sep-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,58234,131026.5,2.25,0.04,"Aurobindo Unit III, India",Yes,183.7,2012,9,3,9
102-KE-T30,FPQ-4250,SCMS-55902,ASN-5661,Kenya,PMO - US,Direct Drop,EXW,Air,2010-01-18,18-Jan-10,18-Jan-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3250,260000.0,80.0,0.8,Inverness Japan,Yes,509.6,2010,1,1,18
161-ZA-T30,FPQ-7175,SCMS-103700,ASN-12628,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-12-07,7-Dec-11,7-Dec-11,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,92500,435675.0,4.71,0.16,Hetero Unit III Hyderabad IN,Yes,718.86,2011,12,4,7
110-ZM-T30,FPQ-14151,SCMS-240080,ASN-26469,Zambia,PMO - US,Direct Drop,EXW,Air,2014-07-20,20-Jul-14,1-Aug-14,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,12425,27956.25,2.25,0.04,"Aurobindo Unit III, India",Yes,28.74,2014,7,3,20
901-LR-T30,FPQ-8135,SCMS-118690,ASN-12572,Liberia,PMO - US,Direct Drop,EXW,Air,2011-10-31,31-Oct-11,31-Oct-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,20,640.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1.06,2011,10,4,31
144-BW-T30,FPQ-4167,SCMS-54010,ASN-5830,Botswana,PMO - US,Direct Drop,EXW,Air,2010-03-03,3-Mar-10,3-Mar-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,8,560.0,70.0,0.7,Inverness Japan,Yes,1.1,2010,3,1,3
105-GH-T30,FPQ-13872,SCMS-235791,ASN-26604,Ghana,PMO - US,Direct Drop,EXW,Air,2014-07-17,17-Jul-14,17-Jul-14,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,38584,60191.04,1.56,0.05,"Aurobindo Unit III, India",Yes,61.88,2014,7,3,17
105-SS-T30,FPQ-15569,SCMS-272170,ASN-32107,South Sudan,PMO - US,Direct Drop,EXW,Air,2015-07-02,7-Jul-15,7-Jul-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,300mg,Test kit - Ancillary,100,50,400.0,8.0,0.08,"Alere Medical Co., Ltd.",No,0.47,2015,7,3,2
116-ZA-T30,FPQ-3560,SCMS-49641,ASN-5136,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-08-05,5-Aug-09,5-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,Tablet - blister,60,250,11850.3,47.4,0.79,GSK Ware (UK),No,23.23,2009,8,3,5
107-RW-T30,FPQ-10092,SCMS-149432,ASN-15626,Rwanda,PMO - US,Direct Drop,EXW,Air,2012-08-04,4-Aug-12,4-Aug-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40805,195455.95,4.79,0.16,Hetero Unit III Hyderabad IN,Yes,274.03,2012,8,3,4
116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-02-19,19-Feb-15,19-Feb-15,ARV,Adult,PHARMACY DIRECT,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,3,253.94,84.65,1.41,"MSD, Haarlem, NL",No,0.26,2015,2,1,19
161-ZA-T30,FPQ-6262,SCMS-83770,ASN-10570,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-04-26,8-Jun-11,8-Jun-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,25342,60060.54,2.37,0.04,"Aurobindo Unit III, India",Yes,129.49,2011,4,2,26
107-RW-T30,FPQ-11773,SCMS-179950,ASN-18798,Rwanda,PMO - US,Direct Drop,EXW,Air,2013-11-01,1-Nov-13,6-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,3500,271950.0,77.7,0.78,"Alere Medical Co., Ltd.",Yes,336.4,2013,11,4,1
106-HT-T30,FPQ-13797,SCMS-233981,ASN-27709,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-28,28-Oct-14,21-Nov-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,11194,51380.46,4.59,0.15,"Cipla, Kurkumbh, India",Yes,52.82,2014,10,4,28
109-TZ-T30,FPQ-13048,SCMS-210880,ASN-25839,Tanzania,PMO - US,Direct Drop,FCA,Air,2014-06-24,24-Jun-14,24-Jun-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1956,11618.64,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,14.37,2014,6,2,24
151-NG-T30,FPQ-12803,SCMS-207130,ASN-23375,Nigeria,PMO - US,Direct Drop,FCA,Air,2014-01-10,10-Jan-14,10-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1943,59883.26,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,74.08,2014,1,1,10
113-ZW-T30,FPQ-13939,SCMS-240580,ASN-27035,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-07-23,23-Jul-14,29-Jul-14,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,29146,135528.9,4.65,0.16,"Aurobindo Unit VII, IN",Yes,139.32,2014,7,3,23
102-SZ-T30,FPQ-9212,SCMS-135100,ASN-14107,Swaziland,PMO - US,Direct Drop,EXW,Air,2012-04-02,2-Apr-12,2-Apr-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,130,10400.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,14.58,2012,4,2,2
110-ZM-T30,FPQ-11561,SCMS-183050,ASN-19390,Zambia,PMO - US,Direct Drop,FCA,Air,2013-05-22,22-May-13,22-May-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,760,23423.2,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,28.97,2013,5,2,22
